연번,국명,학명,과국명,과명,개화기시작(월),결실기(월),보호식물여부,특산식물여부,크기
215,말오줌나무,Sambucus sieboldiana var. pendula (Nakai) T.B.Lee,인동과,Caprifoliaceae,6,6,N,Y,높이 4 ~ 5m.
216,털딱총나무,Sambucus sieboldiana var. miquelii f. lasiocarpa T.B.Lee,인동과,Caprifoliaceae,5,5,N,N,높이 5-6m
217,덧나무,Sambucus sieboldiana (Miq.) Blume ex Graebn.,인동과,Caprifoliaceae,5,5,N,N,높이 3m.
218,털지렁쿠나무,Sambucus sieboldiana var. miquelii f. velutina T.B.Lee,인동과,Caprifoliaceae,5,5,N,N,높이 5-6m
219,딱총나무,Sambucus williamsii var. coreana (Nakai) Nakai,인동과,Caprifoliaceae,5,5,N,N,높이 3m.
220,지렁쿠나무,Sambucus sieboldiana var. miquelii (Nakai) Hara,인동과,Caprifoliaceae,5,5,N,N,높이 5 ~ 6m.
221,넓은잎딱총나무,Sambucus latipinna Nakai,인동과,Caprifoliaceae,5,5,N,N,높이는 5m 정도 된다.
222,털인동,Lonicera japonica var. repens (Siebold) Rehder,인동과,Caprifoliaceae,6,7,N,N,길이 5m까지 뻗는다.
223,물앵도나무,Lonicera ruprechtiana Regel,인동과,Caprifoliaceae,5,6,N,N,높이가 3m 에 달한다.
224,왕괴불나무,Lonicera vidalii Franch. & Sav.,인동과,Caprifoliaceae,5,6,N,N,높이 1 ~ 3m.
225,각시괴불나무,Lonicera chrysantha Turcz. ex Ledeb.,인동과,Caprifoliaceae,5,6,N,N,높이는 3~4m 정도로 자란다.
226,올괴불나무,Lonicera praeflorens Batalin,인동과,Caprifoliaceae,3,4,N,N,높이 1m.
227,길마가지나무,Lonicera harae Makino,인동과,Caprifoliaceae,4,4,N,N,높이 3m.
228,잔털인동,Lonicera japonica f. chinensis Hara,인동과,Caprifoliaceae,6,7,N,N,길이 5m까지 뻗는다.
229,흰등괴불나무,Lonicera maximowiczii var. latifolia (Ohwi) H. Hara,인동과,Caprifoliaceae,5,6,N,Y,높이 2~3m이다.
230,인동덩굴,Lonicera japonica Thunb.,인동과,Caprifoliaceae,6,7,N,N,높이 3 ~ 4m.
231,청괴불나무,Lonicera subsessilis Rehder,인동과,Caprifoliaceae,6,6,N,Y,높이 2m.
232,흰괴불나무,Lonicera tatarinowii var. leptantha (Rehder) Nakai,인동과,Caprifoliaceae,5,6,N,Y,높이가 1-1.5m정도 자란다.
233,절초나무,Lonicera chrysantha var. longipes Maxim.,인동과,Caprifoliaceae,5,6,N,N,높이 3-4m까지 자란다.
234,넓은잎산괴불,Lonicera chrysantha var. latifolia Korsh.,인동과,Caprifoliaceae,5,6,N,N,높이 3-4m까지 자란다.
235,넓은잎댕댕이,Lonicera caerulea var. longibracteata f. ovata Hara,인동과,Caprifoliaceae,5,6,N,N,높이 1.5m 정도까지 자란다.
236,털괴불나무,Lonicera subhispida Nakai,인동과,Caprifoliaceae,5,5,N,N,높이가 2m에 달한다.
237,댕댕이나무,Lonicera caerulea L.,인동과,Caprifoliaceae,5,6,Y,N,높이 1.5m.
238,괴불나무,Lonicera maackii (Rupr.) Maxim.,인동과,Caprifoliaceae,5,6,N,N,높이 5m.
239,구슬댕댕이,Lonicera vesicaria Kom.,인동과,Caprifoliaceae,5,5,N,N,높이 1.5m.
240,홍괴불나무,Lonicera maximowiczii (Rupr.) Regel,인동과,Caprifoliaceae,5,6,N,N,높이 3m 정도이다.
241,암괴불나무,Lonicera nigrum var. barbinervis (Kom.) Nakai,인동과,Caprifoliaceae,7,7,N,N,높이 1~1.5m.
242,섬괴불나무,Lonicera insularis Nakai,인동과,Caprifoliaceae,5,6,N,N,높이 5 ~ 6m.
243,산괴불나무,Lonicera chrysantha var. crassipes Nakai,인동과,Caprifoliaceae,5,6,N,N,높이 3-4m까지 자란다.
244,털산괴불나무,Lonicera chrysantha f. villosa Hort,인동과,Caprifoliaceae,5,6,N,N,높이 3-4m까지 자란다.
245,둥근잎댕댕이,Lonicera caerulea var. venulosa (Maxim.) Rehder,인동과,Caprifoliaceae,5,6,N,N,높이가 1.5m에 달한다.
246,린네풀,Linnaea borealis L.,인동과,Caprifoliaceae,7,8,N,N,높이 5-10cm 정도 된다.
247,댕강나무,Abelia mosanensis T.H.Chung ex Nakai,인동과,Caprifoliaceae,5,5,Y,N,수고 2m 정도.
248,주걱댕강나무,Abelia spathulata Siebold & Zucc.,인동과,Caprifoliaceae,5,5,Y,N,높이 1 ~ 2m.
249,줄댕강나무,Abelia tyaihyoni Nakai,인동과,Caprifoliaceae,5,5,Y,Y,높이 1m.
250,섬댕강나무,Abelia coreana var. insularis (Nakai) W.T.Lee & W.K.Paik,인동과,Caprifoliaceae,5,5,Y,N,높이 80cm.
251,좀댕강나무,Abelia serrata Siebold & Zucc.,인동과,Caprifoliaceae,5,6,Y,N,높이 1~1.5m이다.
252,감나무,Diospyros kaki Thunb.,감나무과,Ebenaceae,5,6,N,N,높이 4m
253,고욤나무,Diospyros lotus L.,감나무과,Ebenaceae,6,6,N,N,"높이 15m, 지름 50cm."
254,쪽동백나무,Styrax obassis Siebold & Zucc.,때죽나무과,Styracaceae,5,6,N,N,높이 10m.
255,때죽나무,Styrax japonicus Siebold & Zucc.,때죽나무과,Styracaceae,5,6,N,N,높이 10m.
256,좀쪽동백나무,Styrax shiraianus Makino,때죽나무과,Styracaceae,6,6,N,N,수고 10m 정도.
257,검은재나무,Symplocos prunifolia Siebold & Zucc.,노린재나무과,Symplocaceae,4,5,Y,N,수고 8m 정도
258,검노린재나무,Symplocos tanakana Nakai,노린재나무과,Symplocaceae,5,5,N,N,높이 1 ~ 5m
259,섬노린재나무,Symplocos coreana (H.L?v.) Ohwi,노린재나무과,Symplocaceae,5,6,N,N,높이 3~5m이다.
260,노린재나무,Symplocos sawafutagi Nagam.,노린재나무과,Symplocaceae,5,5,N,N,높이 1~3m.
261,매화오리나무,Clethra barbinervis Siebold & Zucc.,매화오리나무과,Clethraceae,6,6,Y,N,높이가 2-6m정도에 이른다.
262,나도수정초,Monotropastrum humile (D.Don) H.Hara,진달래과,Ericaceae,7,8,Y,N,높이 10~30cm이다.
263,노루발,Pyrola japonica Klenze ex Alef.,진달래과,Ericaceae,6,7,N,N,높이 26cm내외
264,새끼노루발,Pyrola secunda L.,진달래과,Ericaceae,7,8,N,N,높이 15cm
265,호노루발,Pyrola dahurica (Andres) Kom.,진달래과,Ericaceae,6,7,N,N,높이 23cm
266,애기노루발,Pyrola denticulata Koidz.,진달래과,Ericaceae,6,7,N,N,높이 20cm
267,분홍노루발,Pyrola asarifolia Michx. subsp. incarnata (DC.) Haber & Hir.Takah.,진달래과,Ericaceae,6,7,N,N,꽃대는 높이 20cm정도 자란다.
268,콩팥노루발,Pyrola renifolia Maxim.,진달래과,Ericaceae,6,7,N,N,높이 10~15cm 내외이다.
269,주걱노루발,Pyrola minor L.,진달래과,Ericaceae,6,8,N,N,높이 20cm내외.
270,구상난풀,Monotropa hypopithys L.,진달래과,Ericaceae,6,9,Y,N,높이가 20cm정도에 이른다.
271,너도수정초,Monotropa hypopithys var. glaberrima Hara,진달래과,Ericaceae,7,7,N,N,높이 10~20cm이다.
272,수정난풀,Monotropa uniflora L.,진달래과,Ericaceae,7,7,Y,N,높이가 10-20cm정도로 자란다.
273,홀꽃노루발,Moneses uniflora (L.) A.Gray,진달래과,Ericaceae,7,7,N,N,높이 10cm
274,매화노루발,Chimaphila japonica Miq.,진달래과,Ericaceae,5,6,N,N,높이 5~10cm
275,모새나무,Vaccinium bracteatum Thunb.,진달래과,Ericaceae,6,6,N,N,높이는 3m정도 된다.
276,산매자나무,Vaccinium japonicum Miq.,진달래과,Ericaceae,7,7,N,N,높이 30~60cm이다.
277,들쭉나무,Vaccinium uliginosum L.,진달래과,Ericaceae,5,6,Y,N,높이 1m정도 자란다.
278,월귤,Vaccinium vitis-idaea L.,진달래과,Ericaceae,5,6,Y,N,높이 20-30cm
279,산앵도나무,Vaccinium hirtum Thunb. var. koreanum (Nakai) Kitam.,진달래과,Ericaceae,5,6,N,Y,높이 1m.
280,지포나무,Vaccinium oldhamii f. glaucinum (Nakai) Kitam.,진달래과,Ericaceae,6,7,N,N,높이 2-3m
281,산들쭉나무,Vaccinium uliginosum var. alpinum Bigelow,진달래과,Ericaceae,5,6,N,N,높이 1m
282,정금나무,Vaccinium oldhamii Miq.,진달래과,Ericaceae,6,7,N,N,높이 2 ~ 3m.
283,굵은들쭉나무,Vaccinium uliginosum f. depressum Nakai ex Uyeki,진달래과,Ericaceae,5,6,N,N,높이 1m
284,넌출월귤,Vaccinium oxycoccus L.,진달래과,Ericaceae,7,7,N,N,20cm에 달한다.
285,긴들쭉나무,Vaccinium uliginosum f. ellipticum Nakai ex Uyeki,진달래과,Ericaceae,5,6,N,N,높이 1m
286,,Rhododendron lapponicum subsp. parvifolium var. alpinum (Glehn) T.Yamaz.,진달래과,Ericaceae,7,7,N,N,높이 10~15cm
287,진달래,Rhododendron mucronulatum Turcz.,진달래과,Ericaceae,4,4,N,N,높이 2 ~ 3m.
288,흰황산참꽃,Rhododendron lapponicum subsp. parvifolium f. albiflorum (Herder ex Maxim.) T.Yamaz.,진달래과,Ericaceae,5,6,N,N,높이 1-1.5m
289,흰진달래,Rhododendron mucronulatum f. albiflorum (Nakai) Okuyama,진달래과,Ericaceae,4,5,N,N,높이 2-3m이내.
290,산진달래,Rhododendron dauricum L.,진달래과,Ericaceae,4,4,Y,N,높이가 1-2m정도로 자란다.
291,꼬리진달래,Rhododendron micranthum Turcz.,진달래과,Ericaceae,6,7,Y,N,높이 1 ~ 2m.
292,만첩산철쭉,Rhododendron yedoense Maxim.,진달래과,Ericaceae,5,8,N,N,높이 1-2m에 달한다.
293,만병초,Rhododendron brachycarpum D.Don ex G.Don,진달래과,Ericaceae,7,7,Y,N,높이 4m.
294,노랑만병초,Rhododendron aureum Georgi,진달래과,Ericaceae,5,6,Y,N,높이 1m에 이른다.
295,털진달래,Rhododendron mucronulatum Turcz. var. ciliatum Nakai,진달래과,Ericaceae,5,6,N,N,높이 2-3m.
296,철쭉,Rhododendron schlippenbachii Maxim.,진달래과,Ericaceae,5,5,N,N,높이 2~ 5m.
297,흰참꽃나무,Rhododendron sobayakiense Y.Watan. & T.Yukawa var. koreanum Y.Watan. & T.Yukawa,진달래과,Ericaceae,5,5,Y,N,높이가 50cm에 달한다.
298,산철쭉,Rhododendron yedoense Maxim. f. poukhanense (H.Lev.) Sugim. ex T.Yamaz.,진달래과,Ericaceae,4,5,N,N,높이 1-2m에 달한다.
299,흰산철쭉,Rhododendron yedoense f. albflora Chang,진달래과,Ericaceae,4,5,N,N,높이 1-2m
300,흰철쭉,Rhododendron schlippenbachii f. albiflorum Y.N.Lee,진달래과,Ericaceae,5,5,N,N,높이 2-5m
301,좀참꽃,Rhododendron redowskianum Maxim.,진달래과,Ericaceae,6,7,N,N,높이 10cm정도이다.
302,참꽃나무,Rhododendron weyrichii Maxim.,진달래과,Ericaceae,5,5,N,N,높이 3 ~ 6m.
303,홍만병초,Rhododendron brachycarpum var. roseum Koidz.,진달래과,Ericaceae,7,7,N,N,높이 4m에 달한다.
304,반들진달래,Rhododendron mucronulatum Turcz. var. lucidum Nakai,진달래과,Ericaceae,4,4,N,N,높이 2-3m
305,담자리참꽃,Rhododendron lapponicum subsp. parvifolium var. alpinu (Glehn) T.Yamaz.,진달래과,Ericaceae,6,7,N,N,높이는 10∼15cm이다.
306,한라산진달래,Rhododendron mucronulatum Turcz. var. taquetii Nakai,진달래과,Ericaceae,4,4,N,N,높이 2-3m
307,황산차,Rhododendron lapponicum (L.) Wahlenb. subsp. parvifolium (Adams) T.Yamaz.,진달래과,Ericaceae,5,6,N,N,높이 1~1.5cm이다.
308,섬진달래,Rhododendron keiskei Miq. var. hypoglaucum Sut? & Suzuki,진달래과,Ericaceae,4,5,N,N,높이 30~50cm 정도로 자라며 드물게 2m까지 자라는 것도 있다.
309,가솔송,Phyllodoce caerulea (L.) Bab.,진달래과,Ericaceae,7,8,N,N,높이 10~25cm정도 자란다.
310,왕백산차,Ledum palustre var. maximum Nakai,진달래과,Ericaceae,5,6,N,N,높이 15-70cm
311,좁은백산차,Ledum palustre var. decumbens Aiton,진달래과,Ericaceae,5,6,N,N,높이 15-70cm
312,백산차,Ledum palustre var. diversipilosum Nakai,진달래과,Ericaceae,5,6,N,N,높이가 15-70cm 정도로 자란다.
313,진퍼리꽃나무,Chamaedaphne calyculata (L.) Moench,진달래과,Ericaceae,4,6,N,N,높이 30-100cm에 달한다.
314,홍월귤,Arctous ruber (Rehder & E.H.Wilson) Nakai,진달래과,Ericaceae,5,6,Y,N,키가 6-10cm 정도로 자란다.
315,애기석남,Andromeda polifolia L.,진달래과,Ericaceae,5,6,N,N,높이 10~30cm이다.
316,장지석남,Andromeda polifolia L. f. acerosa C.Hartm.,진달래과,Ericaceae,5,6,N,N,높이 10-30cm
317,시로미,Empetrum nigrum L. subsp. asiaticum (Nakai ex H.It?) Kuvaev,진달래과,Ericaceae,5,7,Y,N,높이 10 ~ 20cm.
318,청갈참나무,Quercus aliena var. pellucida Blume,참나무과,Fagaceae,5,5,N,N,"수고 25m, 직경 1m까지 자란다."
319,떡갈나무,Quercus dentata Thunb.,참나무과,Fagaceae,4,5,N,N,"높이 수고 20m, 지름 70cm."
320,졸참나무,Quercus serrata Thunb. ex Murray,참나무과,Fagaceae,4,5,N,N,"높이 23m, 지름 1m."
321,종가시나무,Quercus glauca Thunb.,참나무과,Fagaceae,4,5,N,N,높이 15m. 
322,신갈나무,Quercus mongolica Fisch. ex Ledeb.,참나무과,Fagaceae,5,6,N,N,"높이 30m, 지름 1m. "
323,깃참나무,Quercus mongolica var. liaotungensis (Koidz.) Nakai,참나무과,Fagaceae,5,5,N,N,"수고 30m, 직경 1m에 이른다."
324,상수리나무,Quercus acutissima Carruth.,참나무과,Fagaceae,5,5,N,N,"높이 20 ~ 25m, 지름 1m. "
325,민종가시나무,Quercus glauca var. nudata Blume,참나무과,Fagaceae,4,5,N,N,수고:15m
326,정능참나무,Quercus acutissima x variabilis Nakai,참나무과,Fagaceae,5,5,N,N,"수고 25m, 직경 1m에 이른다."
327,청떡갈나무,Quercus dentata var. fallax Nakai,참나무과,Fagaceae,4,5,N,N,"수고 20m, 직경 70㎝까지 자란다."
328,청졸갈참나무,Quercus aliena var. acuteserrata f. calvescens Rehder & Wilson,참나무과,Fagaceae,5,5,N,N,"수고 25m, 직경 1m까지 자란다."
329,개가시나무,Quercus gilva Blume,참나무과,Fagaceae,4,4,Y,N,"높이 20m, 지름 1m."
330,개붉가시나무,Quercus acuta f. subserra (Uyeki) T.B.Lee,참나무과,Fagaceae,5,5,N,N,"수고 20m, 직경 60㎝이상 자란다."
331,갈참나무,Quercus aliena Blume,참나무과,Fagaceae,5,5,N,N,"높이 25m, 지름 1m."
332,깃떡갈나무,Quercus dentata var. pinnatifida Matsum.,참나무과,Fagaceae,4,5,N,N,"높이 20m, 지름 70cm"
333,참가시나무,Quercus salicina Blume,참나무과,Fagaceae,5,5,N,N, 높이 10m.
334,졸갈참나무,Quercus aliena var. acuteserrata Maxim. ex Wenz.,참나무과,Fagaceae,5,5,N,N,"수고 25m, 직경 1m까지 자란다."
335,굴참나무,Quercus variabilis Blume,참나무과,Fagaceae,4,5,N,N,"높이 30m, 지름 1m. "
336,가시나무,Quercus myrsinaefolia Blume,참나무과,Fagaceae,4,5,N,N,"높이 15m, 지름 50cm."
337,붉가시나무,Quercus acuta Thunb.,참나무과,Fagaceae,5,5,N,N,"높이 20m, 지름 60cm. "
338,넓은잎참가시나무,Quercus salicina f. latifolia (Nakai) W.T.Lee,참나무과,Fagaceae,5,5,N,N,높이 10m
339,너도밤나무,Fagus engleriana Seemen ex Diels,참나무과,Fagaceae,5,5,Y,N,높이 20m. 
340,구실잣밤나무,Castanopsis sieboldii (Makino) Hatus.,참나무과,Fagaceae,5,6,N,N,"높이 15m, 지름 1m. "
341,모밀잣밤나무,Castanopsis cuspidata (Thunb.) Schottky,참나무과,Fagaceae,5,6,N,N,"수고:20m, 지름: 1m"
342,둥근잎구실잣밤나무,Castanopsis cuspidata var. sieboldii f. latifolia Nakai,참나무과,Fagaceae,5,6,N,N,높이 7-8m
343,약밤나무,Castanea mollissima Blume,참나무과,Fagaceae,6,6,N,N,"높이가 15-20m, 지름이 70cm로 자란다."
344,밤나무,Castanea crenata Siebold & Zucc.,참나무과,Fagaceae,5,8,N,N,"높이 15m, 지름 1m. "
345,새우나무,Ostrya japonica Sarg.,자작나무과,Betulaceae,5,5,N,N,"높이 20m, 지름 70cm. "
346,병물개암나무,Corylus sieboldiana var. brevirostris C.K.Schneid.,자작나무과,Betulaceae,3,3,N,N,높이 4m에 달한다.
347,병개암나무,Corylus hallaisanensis Nakai,자작나무과,Betulaceae,3,3,N,N,높이가 3m 정도로 자란다.
348,물개암나무,Corylus sieboldiana var. mandshurica (Maxim.) C.K.Schneid.,자작나무과,Betulaceae,3,3,N,N,높이는 2-5m 정도로 자란다.
349,참개암나무,Corylus sieboldiana Blume,자작나무과,Betulaceae,3,4,N,N,높이 4m.
350,개서어나무,Carpinus tschonoskii Maxim.,자작나무과,Betulaceae,4,5,N,N,"높이 15m, 지름 70cm."
351,좀산서어나무,Carpinus turczaninovii var. arguta Uyeki,자작나무과,Betulaceae,5,5,N,N,높이 5m
352,서어나무,Carpinus laxiflora (Siebold & Zucc.) Blume,자작나무과,Betulaceae,4,5,N,N,"높이 15m, 지름 1m."
353,긴서어나무,Carpinus laxiflora var. longispica Uyeki,자작나무과,Betulaceae,4,5,N,Y,"수고 10-15m, 직경 1m에 이른다."
354,까치박달,Carpinus cordata Blume,자작나무과,Betulaceae,4,5,N,N,"높이 15m, 지름 60cm."
355,당개서어나무,Carpinus tschonoskii var. brevicalycina Nakai,자작나무과,Betulaceae,4,4,N,N,"수고 15m, 직경 70㎝"
356,사스래나무,Betula ermanii Cham.,자작나무과,Betulaceae,5,6,N,N,높이 7 ~ 8m(비옥지에서는 10m이상 자란다.)
357,자작나무,Betula platyphylla var. japonica (Miq.) H. Hara,자작나무과,Betulaceae,4,5,N,N,"높이 25m, 지름 90cm. "
358,만주자작나무,Betula platyphylla Sukaczev,자작나무과,Betulaceae,4,5,N,N,"높이 27m, 지름 80cm에 이른다."
359,거제수나무,Betula costata Trautv.,자작나무과,Betulaceae,5,6,N,N,"높이 30m, 지름 1m(우리 나라에서는 가장 크게 자라는 나무이다). "
360,물박달나무,Betula davurica Pall.,자작나무과,Betulaceae,5,5,N,N,"높이 20m, 지름 40m. "
361,좀자작나무,Betula fruticosa Pall.,자작나무과,Betulaceae,5,6,N,N,높이가 3m 정도로 자란다.
362,,Betula platyphylla var. japonica Hara,자작나무과,Betulaceae,4,5,N,N,"수고:20m, 직경 90cm"
363,개박달나무,Betula chinensis Maxim.,자작나무과,Betulaceae,5,5,N,N,높이 5m 내외. 
364,박달나무,Betula schmidtii Regel,자작나무과,Betulaceae,5,6,N,N,"높이 30m, 지름 1m. "
365,물오리나무,Alnus sibirica Fisch. ex Turcz.,자작나무과,Betulaceae,3,4,N,N,"높이는 20m, 지름 60cm로 자란다. 수형은 원뿔모양이다."
366,함북오리나무,Alnus mandshurica f. barbinervis (Nakai) W.Lee,자작나무과,Betulaceae,5,6,N,N,높이 10m에 이른다.  
367,털만주오리나무,Alnus mandshurica f. pubescens (Nakai) Kitag.,자작나무과,Betulaceae,5,6,N,N,높이 5m에 달한다.
368,웅기오리나무,Alnus japonica var. reginosa Nakai,자작나무과,Betulaceae,3,3,N,N,"수고 20m, 직경 70㎝에 이른다."
369,오리나무,Alnus japonica (Thunb.) Steud.,자작나무과,Betulaceae,3,3,N,N,"높이 20m, 지름 70cm. "
370,두메오리나무,Alnus maximowiczii Callier,자작나무과,Betulaceae,4,5,N,N,"높이 5-10m, 지름 30cm 로 자란다."
371,덤불오리나무,Alnus mandshurica (Callier) Hand.-Mazz.,자작나무과,Betulaceae,5,6,N,N,높이 5m에 이른다.
372,털오리나무,Alnus japonica var. koreana Callier,자작나무과,Betulaceae,3,3,N,N,"수고 20m, 직경 70㎝에 이른다."
373,민물오리나무,Alnus hirsuta f. glabra T.B.Lee,자작나무과,Betulaceae,4,4,N,N,"수고 20m, 직경 60㎝에 이른다."
374,수염용담,Gentianopsis barbata (Froel.) Ma,용담과,Gentianaceae,9,9,N,N,높이 20~50cm
375,덩굴용담,Tripterospermum japonicum (Siebold & Zucc.) Maxim.,용담과,Gentianaceae,9,10,Y,N,키 40~80cm
376,개쓴풀,Swertia diluta (Turcz.) Benth. & Hook.f. var. tosaensis (Makino) H.Hara,용담과,Gentianaceae,9,9,Y,N,키 5~36cm.
377,네귀쓴풀,Swertia tetrapetala Pall.,용담과,Gentianaceae,7,8,N,N,높이 30cm에 달한다.
378,별꽃풀,Swertia varatroides Maxim. ex Kom.,용담과,Gentianaceae,9,9,N,N,키 40cm
379,큰잎쓴풀,Swertia wilfordii (A.Kern.) Kom.,용담과,Gentianaceae,8,9,Y,N,높이 10~30cm이다.
380,자주쓴풀,Swertia pseudochinensis H.Hara,용담과,Gentianaceae,9,10,N,N,높이 15~30cm
381,쓴풀,Swertia japonica (Schult.) Makino,용담과,Gentianaceae,9,10,N,N,높이 5~25cm이다. 
382,닻꽃,Halenia corniculata (L.) Cornaz,용담과,Gentianaceae,7,8,Y,N,높이가 10-60cm 정도에 이른다.
383,비로용담,Gentiana jamesii Hemsl.,용담과,Gentianaceae,7,9,Y,N,높이 5~12cm
384,과남풀,Gentiana triflora Pall. var. japonica (Kusn.) H.Hara,용담과,Gentianaceae,7,8,Y,N,높이는 30~80cm이다.
385,고산구슬붕이,Gentiana wootchuliana W.K.Paik,용담과,Gentianaceae,5,6,N,Y,높이 5-11㎝이다.
386,용담,Gentiana scabra Bunge,용담과,Gentianaceae,8,10,N,N,높이 20~60cm
387,산용담,Gentiana algida Pall.,용담과,Gentianaceae,8,9,N,N,높이가 10-25cm정도로 자란다.
388,흰비로용담,Gentiana jamesii Hemsl. f. albiflora (Nakai) Toyok.,용담과,Gentianaceae,7,9,N,N,높이 5-12cm
389,,Gentiana triflora Pall.,용담과,Gentianaceae,7,8,N,N,높이가 30-80cm에 이른다.
390,진퍼리용담,Gentiana scabra f. stenophylla (H. Hara) W.K.Paik & W.T.Lee,용담과,Gentianaceae,10,10,Y,N,높이 50-80cm
391,봄구슬붕이,Gentiana thunbergii (G.Don) Griseb.,용담과,Gentianaceae,4,5,N,N,키 5~15cm
392,좀구슬붕이,Gentiana squarrosa Ledeb. var. microphylla Nakai,용담과,Gentianaceae,5,6,N,N,높이 2-10cm
393,흰용담,Gentiana scabra var. buergeri f. alba Y.N.Lee,용담과,Gentianaceae,8,10,N,N,높이 20-60cm
394,흰그늘용담,Gentiana chosenica Okuy.,용담과,Gentianaceae,5,7,N,Y,높이 5-7cm 가량
395,큰구슬붕이,Gentiana zollingeri Fawc.,용담과,Gentianaceae,5,6,N,N,높이 5~10cm
396,구슬붕이,Gentiana squarrosa Ledeb.,용담과,Gentianaceae,5,6,N,N,높이가 2-10cm 정도로 자란다.
397,멧용담,Gentiana nipponica Maxim.,용담과,Gentianaceae,9,9,N,N,길이 10-15cm
398,대성쓴풀,Anagallidium dichotomum (L.) Griseb.,용담과,Gentianaceae,5,6,Y,N,높이 10cm내외이다.
399,박주가리,Metaplexis japonica (Thunb.) Makino,협죽도과,Apocynaceae,7,8,N,N,길이 3m이상에 달한다.
